Word,Count,Files,Source Types,First Location
"defining",11,7,"json/md","09_real_dialogues/output/_combined.md"
"publicly",11,5,"json/md","09_real_dialogues/output/_combined.md"
"Saturday",11,6,"json/md","09_real_dialogues/output/_combined.md"
"Invite",11,7,"json/md","09_real_dialogues/output/_combined.md"
"deliberate",11,11,"json/md","09_real_dialogues/output/_combined.md"
"garden",11,5,"json/md","09_real_dialogues/output/_combined.md"
"solution",11,6,"json/md","06_negotiation/output/_combined.md"
"agreed",11,7,"json/md","06_negotiation/output/_combined.md"
"easy",11,7,"json/md","06_negotiation/output/_combined.md"
"uplift",11,3,"json/md","06_negotiation/output/_combined.md"
"license",11,8,"json/md","06_negotiation/output/_combined.md"
"Renraku",11,5,"json/md","04_horenso/nội_dung/_front_matter.md"
"TICKET",11,3,"json/md","04_horenso/output/_combined.md"
"Lesson",11,5,"json/md","04_horenso/output/_combined.md"
"odori",11,4,"json/md","20_dai_year2/t07_natsu_obon/t07_NatsuObon_HoiThoai.md"
"eager",11,10,"json/md","26_dai_brse_year2/_pipeline/08_revision_log.md"
"VSCode",11,5,"md","21_dai_daigaku_year1/t02_dorm_friends/t02_DormFriends_HoiThoai.md"
"Brown",11,5,"md","21_dai_daigaku_year1/t03_first_class/t03_FirstClass_HoiThoai.md"
"Kamakura",11,1,"json","reading_collection/readings_0131_0140.json"
"hamburger",11,1,"json","reading_collection/readings_0031_0040.json"
"phone_ring",11,10,"json","07_visit_card/nội_dung/_schema/rule_conversation.schema.json"
"rule_20_good_04",11,7,"json","07_visit_card/nội_dung/phần_III/rule_20_待機/conversation.json"
"rule_21_good_02",11,6,"json","07_visit_card/nội_dung/phần_III/rule_21_入室/conversation.json"
"rule_18_good_03",11,7,"json","07_visit_card/nội_dung/phần_III/rule_18_受付/conversation.json"
"rule_15_good_01",11,7,"json","07_visit_card/nội_dung/phần_II/rule_15_早退遅刻/conversation.json"
"rule_08_good_01",11,6,"json","07_visit_card/nội_dung/phần_II/rule_08_お出迎え/conversation.json"
"rule_12_good_03",11,6,"json","07_visit_card/nội_dung/phần_II/rule_12_冒頭/conversation.json"
"rule_11_good_01",11,7,"json","07_visit_card/nội_dung/phần_II/rule_11_お茶/conversation.json"
"rule_32_good_02",11,6,"json","07_visit_card/nội_dung/phần_V/rule_32_お辞儀角度/conversation.json"
"rule_27_good_03",11,5,"json","07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json"
"rule_06_good_01",11,6,"json","07_visit_card/nội_dung/phần_I/rule_06_机上配置/conversation.json"
"fields",10,9,"md","_english_words_all.md"
"rule_slug",10,9,"json/md","_english_words_all.md"
"extend",10,9,"md","_english_words_all.md"
"balo",10,9,"json/md","_english_words_all.md"
"Tower",10,5,"md","_english_words_all.md"
"slug",10,7,"json/md","02_phone/README.md"
"force",10,9,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"gay",10,7,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"rest",10,7,"md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"effective",10,7,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"immigration",10,9,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"discuss",10,10,"md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"Contract",10,8,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"migrate",10,7,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"implement",10,9,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"Product",10,7,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"projection",10,9,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Parts",10,3,"md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Revenue",10,7,"md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"NOT",10,8,"md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"Submit",10,6,"md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"prioritize",10,9,"md","25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md"
"viral",10,6,"md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"objective",10,8,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"Analyze",10,7,"md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"workplace",10,7,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN_PART2.md"
"outdoor",10,8,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"chen",10,9,"json/md","07_visit_card/output/_combined.md"
"jacket",10,7,"json/md","07_visit_card/output/_combined.md"
"VND",10,7,"md","07_visit_card/output/_combined.md"
"taboo",10,4,"json/md","07_visit_card/output/_combined.md"
"sakura",10,8,"json/md","07_visit_card/output/_combined.md"
"mono",10,5,"json/md","07_visit_card/output/_combined.md"
"Xoay",10,6,"json/md","07_visit_card/output/_combined.md"
"battery",10,8,"json/md","07_visit_card/output/_combined.md"
"Chu",10,9,"json/md","18_thai_year5/t02_team_lead/t02_TeamLead_HoiThoai.md"
"Promotion",10,9,"json/md","18_thai_year5/_pipeline/06_consistency.md"
"unify",10,5,"md","18_thai_year5/_pipeline/08_revision_log.md"
"Machine",10,7,"md","18_thai_year5/_pipeline/05_jp_vn_review.md"
"Manila",10,2,"md","18_thai_year5/t09_marco_kaikoku/t09_MarcoKaikoku_HoiThoai.md"
"Jakarta",10,4,"md","18_thai_year5/t09_marco_kaikoku/t09_MarcoKaikoku_HoiThoai.md"
"Telegraphic",10,10,"md","18_thai_year5/_pipeline/07_council/linguist.md"
"stamp",10,9,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"symbol",10,8,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"chief",10,9,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"READY",10,7,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"ending",10,8,"md","18_thai_year5/_pipeline/07_council/pedagogue.md"
"rule_07_good_02",10,7,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"rule_13_good_02",10,8,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"digits",10,3,"md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"good_02",10,2,"md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"reorder",10,7,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"display",10,6,"json/md","02_phone/meta/STATUS.md"
"redundancy",10,7,"json/md","02_phone/meta/STATUS.md"
"Polish",10,9,"md","02_phone/meta/STATUS.md"
"Duy",10,8,"json/md","19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md"
"Myanmar",10,5,"md","19_dai_year1/t02_gakkou_shonichi/t02_GakkouShonichi_HoiThoai.md"
"Hatsumode",10,6,"json/md","19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md"
"Homestay",10,8,"json/md","19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md"
"Outline",10,8,"json/md","19_dai_year1/_pipeline/06_consistency.md"
"Scenes",10,10,"json/md","19_dai_year1/_pipeline/06_consistency.md"
"sectional",10,7,"md","19_dai_year1/_pipeline/08_revision_log.md"
"bon",10,3,"json/md","19_dai_year1/t09_kyoto_excursion/t09_KyotoExcursion_HoiThoai.md"
"where",10,7,"json/md","19_dai_year1/t05_lawson_shonichi/t05_LawsonShonichi_HoiThoai.md"
"retention",10,7,"md","19_dai_year1/_pipeline/07_council/pedagogue.md"
"OSS",10,4,"md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"DNS",10,3,"md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Ubuntu",10,2,"md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Session",10,9,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"cable",10,7,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"authoritative",10,9,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Virtual",10,8,"json/md","22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md"
"SDK",10,3,"md","22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md"
"Multilingual",10,4,"md","22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md"
"Modern",10,8,"json/md","22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md"
"Training",10,10,"json/md","22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md"
"Dart",10,4,"md","22_dai_daigaku_year2/t08_mobile_flutter/t08_MobileFlutter_HoiThoai.md"
"BEGIN",10,4,"json/md","22_dai_daigaku_year2/t05_db_sql/t05_DbSql_HoiThoai.md"
"should",10,7,"md","22_dai_daigaku_year2/_pipeline/07_council/linguist.md"
"Science",10,4,"md","22_dai_daigaku_year2/_pipeline/07_council/domain_expert.md"
"able",10,9,"json/md","22_dai_daigaku_year2/_pipeline/07_council/pedagogue.md"
"warpage",10,8,"json/md","15_thai_year2/t05_defect_correction/t05_DefectCorrection_HoiThoai.md"
"retry",10,8,"json/md","15_thai_year2/_pipeline/05_jp_vn_review.md"
"Tia",10,9,"md","15_thai_year2/t03_edm_setup/t03_EDMSetup_HoiThoai.md"
"hin",10,8,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"Avoid",10,10,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"Xung",10,6,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"website",10,8,"md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"Eisei",10,3,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"RELEASE",10,8,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"adjust",10,9,"json/md","11_jisshusei_shokuhin/_pipeline/02_outline.md"
"chars",10,7,"md","11_jisshusei_shokuhin/_pipeline/06_jp_vn_review.md"
"presence",10,6,"json/md","11_jisshusei_shokuhin/_pipeline/08_module_mapping.md"
"None",10,7,"md","11_jisshusei_shokuhin/_pipeline/08_module_mapping.md"
"External",10,7,"md","11_jisshusei_shokuhin/_pipeline/01_research.md"
"confirmed",10,8,"md","11_jisshusei_shokuhin/_pipeline/01_research.md"
"solid",10,7,"json/md","11_jisshusei_shokuhin/_pipeline/01_research.md"
"discipline",10,8,"json/md","11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_TuanDauNhaMay_LyThuyet.md"
"COVID",10,3,"json/md","11_jisshusei_shokuhin/t03_eisei_kanri/t03_EiseiKanri_LyThuyet.md"
"expression",10,9,"json/md","11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_MatsuriSeikatsu_LyThuyet.md"
"nan",10,8,"json/md","01_email/output/_book_ja.md"
"loan",10,5,"md","01_email/output/_combined_vn.md"
"Tuan",10,6,"json/md","01_email/meta/STATUS.md"
"vector",10,5,"md","23_dai_daigaku_year3/t11_beta_v01/t11_BetaV01_HoiThoai.md"
"req",10,5,"json/md","23_dai_daigaku_year3/t11_beta_v01/t11_BetaV01_HoiThoai.md"
"question_id",10,8,"json/md","23_dai_daigaku_year3/t10_architecture_design/t10_ArchitectureDesign_HoiThoai.md"
"Performance",10,7,"json/md","23_dai_daigaku_year3/t02_pytorch_basic/t02_PytorchBasic_HoiThoai.md"
"NumPy",10,3,"md","23_dai_daigaku_year3/t02_pytorch_basic/t02_PytorchBasic_HoiThoai.md"
"contradiction",10,8,"md","23_dai_daigaku_year3/_pipeline/06_consistency.md"
"Anthropic",10,5,"md","23_dai_daigaku_year3/t06_claude_api/t06_ClaudeApi_HoiThoai.md"
"mechanism",10,7,"json/md","23_dai_daigaku_year3/t04_transformer_bert/t04_TransformerBert_HoiThoai.md"
"hours",10,9,"md","23_dai_daigaku_year3/t05_cybozu_intern_start/t05_CybozuInternStart_HoiThoai.md"
"metric",10,9,"md","23_dai_daigaku_year3/t05_cybozu_intern_start/t05_CybozuInternStart_HoiThoai.md"
"Convert",10,9,"json/md","23_dai_daigaku_year3/_pipeline/07_council/linguist.md"
"MIN",10,1,"md","14_thai_year1/_pipeline/06_consistency.md"
"Theme",10,3,"md","14_thai_year1/_pipeline/01_research_master.md"
"Edit",10,4,"md","14_thai_year1/_pipeline/05_jp_vn_review.md"
"Active",10,8,"json/md","14_thai_year1/_pipeline/07_council/pedagogue.md"
"figure",10,6,"json/md","14_thai_year1/_pipeline/07_council/pedagogue.md"
"palette",10,4,"json/md","05_presentation/output/_combined.md"
"creep",10,3,"json/md","05_presentation/output/_combined.md"
"looks",10,9,"json/md","05_presentation/output/_combined.md"
"Journey",10,4,"json/md","05_presentation/output/_combined.md"
"fluff",10,4,"json/md","05_presentation/output/_combined.md"
"integration",10,7,"json/md","05_presentation/output/_combined.md"
"reliable",10,5,"md","05_presentation/output/_combined.md"
"denial",10,6,"json/md","05_presentation/output/_combined.md"
"participant",10,6,"json/md","05_presentation/output/_combined.md"
"env",10,7,"json/md","05_presentation/output/_combined.md"
"Move",10,8,"json/md","17_thai_year4/_pipeline/06_consistency.md"
"Paraphrase",10,8,"json/md","03_meeting/output/_combined.md"
"Resource",10,8,"md","03_meeting/output/_combined.md"
"associative",10,5,"json/md","08_smalltalk/output/_combined.md"
"karaage",10,6,"json/md","08_smalltalk/output/_combined.md"
"FOOD",10,6,"md","08_smalltalk/output/_combined.md"
"Miyazaki",10,6,"json/md","08_smalltalk/output/_combined.md"
"Craft",10,5,"json/md","08_smalltalk/output/_combined.md"
"yokozuna",10,6,"json/md","08_smalltalk/output/_combined.md"
"Nakai",10,6,"json/md","08_smalltalk/output/_combined.md"
"LiSA",10,3,"json/md","08_smalltalk/output/_combined.md"
"pull",10,9,"json/md","08_smalltalk/output/_combined.md"
"stadium",10,5,"json/md","08_smalltalk/output/_combined.md"
"Kitakata",10,5,"json/md","08_smalltalk/output/_combined.md"
"Yomiuri",10,6,"json/md","08_smalltalk/output/_combined.md"
"DNA",10,5,"json/md","08_smalltalk/output/_combined.md"
"POC",10,6,"json/md","08_smalltalk/output/_combined.md"
"Wagyu",10,6,"json/md","08_smalltalk/output/_combined.md"
"DEPTH",10,3,"md","08_smalltalk/output/_combined.md"
"Otafuku",10,5,"json/md","08_smalltalk/output/_combined.md"
"Itsukushima",10,5,"json/md","08_smalltalk/output/_combined.md"
"Odori",10,5,"json/md","08_smalltalk/output/_combined.md"
"tonkotsu",10,8,"json/md","08_smalltalk/output/_combined.md"
"curious",10,7,"json/md","08_smalltalk/output/_combined.md"
"vivid",10,5,"json/md","08_smalltalk/output/_combined.md"
"Stick",10,6,"json/md","08_smalltalk/output/_combined.md"
"reassure",10,8,"json/md","08_smalltalk/output/_combined.md"
"anticipate",10,8,"json/md","08_smalltalk/output/_combined.md"
"Escort",10,5,"json/md","08_smalltalk/output/_combined.md"
"Kick",10,7,"json/md","08_smalltalk/output/_combined.md"
"ale",10,5,"json/md","08_smalltalk/output/_combined.md"
"alc",10,5,"json/md","08_smalltalk/output/_combined.md"
"compliment",10,6,"json/md","08_smalltalk/output/_combined.md"
"enthusiasm",10,4,"json/md","08_smalltalk/output/_combined.md"
"Dazaifu",10,3,"json/md","08_smalltalk/output/_combined.md"
"Mechanism",10,4,"json/md","08_smalltalk/output/_combined.md"
"Quick",10,9,"json/md","08_smalltalk/output/_combined.md"
"was",10,4,"md","08_smalltalk/meta/REVIEW_FINDINGS_JP.md"
"varies",10,9,"json/md","08_smalltalk/meta/REVIEW_FINDINGS_JP.md"
"IPO",10,6,"md","24_dai_daigaku_year4/t12_graduation_day1/t12_GraduationDay1_HoiThoai.md"
"Discussion",10,7,"md","24_dai_daigaku_year4/t05_gakkai_paper/t05_GakkaiPaper_HoiThoai.md"
"equity",10,7,"md","24_dai_daigaku_year4/_pipeline/06_consistency.md"
"Agents",10,6,"json/md","09_real_dialogues/output/_combined.md"
"Cay",10,4,"json/md","09_real_dialogues/output/_combined.md"
"Banana",10,6,"json/md","09_real_dialogues/output/_combined.md"
"PRESS",10,7,"json/md","09_real_dialogues/output/_combined.md"
"mulligan",10,4,"json/md","09_real_dialogues/output/_combined.md"
"Tee",10,4,"json/md","09_real_dialogues/output/_combined.md"
"nhai",10,6,"json/md","09_real_dialogues/output/_combined.md"
"kinen",10,4,"json/md","09_real_dialogues/output/_combined.md"
"improvise",10,6,"json/md","09_real_dialogues/output/_combined.md"
"productive",10,7,"json/md","09_real_dialogues/output/_combined.md"
"taker",10,4,"json/md","09_real_dialogues/output/_combined.md"
"extra",10,9,"json/md","09_real_dialogues/output/_combined.md"
"Matcha",10,4,"json/md","09_real_dialogues/output/_combined.md"
"indoor",10,4,"json/md","09_real_dialogues/output/_combined.md"
"Event",10,4,"json/md","09_real_dialogues/output/_combined.md"
"Panel",10,4,"json/md","09_real_dialogues/output/_combined.md"
"Gift",10,4,"json/md","09_real_dialogues/output/_combined.md"
"hikidemono",10,4,"json/md","09_real_dialogues/output/_combined.md"
"Pub",10,4,"json/md","09_real_dialogues/output/_combined.md"
"overspec",10,4,"json/md","06_negotiation/output/_combined.md"
"Probe",10,6,"json/md","06_negotiation/output/_combined.md"
"drift",10,6,"json/md","06_negotiation/output/_combined.md"
"Close",10,8,"json/md","06_negotiation/output/_combined.md"
"stakeholders",10,5,"json/md","06_negotiation/output/_combined.md"
"ignored",10,4,"json/md","06_negotiation/output/_combined.md"
"precise",10,10,"json/md","06_negotiation/output/_combined.md"
"bind",10,4,"json/md","06_negotiation/output/_combined.md"
"userId",10,3,"json/md","04_horenso/output/_combined.md"
"expectations",10,5,"json/md","04_horenso/output/_combined.md"
"Facilitator",10,5,"json/md","04_horenso/output/_combined.md"
"competitive",10,8,"json/md","20_dai_year2/t12_yobikou_sentaku/t12_YobikouSentaku_HoiThoai.md"
"postpartum",10,5,"md","26_dai_brse_year2/t10_office_expand/t10_OfficeExpand_HoiThoai.md"
"queue",10,3,"md","21_dai_daigaku_year1/_pipeline/01_research_master.md"
"Chiang",10,2,"json","reading_collection/readings_0141_0173.json"
"origami",10,1,"json","reading_collection/readings_0021_0030.json"
"deepfake",10,1,"json","reading_collection/n3_advanced_drafts/batch_0331_0333.json"
"probiotic",10,1,"json","reading_collection/n3_advanced_drafts/batch_0243_0245.json"
"nilon",10,2,"json","reading_collection/n3_advanced_drafts/batch_0225_0227.json"
"Wabi",10,1,"json","reading_collection/n2_basic_drafts/batch_0347_0347.json"
"rule_21_good_04",10,6,"json","07_visit_card/nội_dung/phần_III/rule_21_入室/conversation.json"
"rule_21_good_01",10,6,"json","07_visit_card/nội_dung/phần_III/rule_21_入室/conversation.json"
"rule_17_good_01",10,7,"json","07_visit_card/nội_dung/phần_III/rule_17_5分前/conversation.json"
"rule_17_good_03",10,6,"json","07_visit_card/nội_dung/phần_III/rule_17_5分前/conversation.json"
"rule_19_good_01",10,7,"json","07_visit_card/nội_dung/phần_III/rule_19_コート/conversation.json"
"rule_15_good_02",10,7,"json","07_visit_card/nội_dung/phần_II/rule_15_早退遅刻/conversation.json"
"rule_08_good_02",10,6,"json","07_visit_card/nội_dung/phần_II/rule_08_お出迎え/conversation.json"
"rule_12_good_02",10,7,"json","07_visit_card/nội_dung/phần_II/rule_12_冒頭/conversation.json"
"rule_11_good_03",10,6,"json","07_visit_card/nội_dung/phần_II/rule_11_お茶/conversation.json"
"rule_14_good_02",10,7,"json","07_visit_card/nội_dung/phần_II/rule_14_アフターケア/conversation.json"
"rule_33_good_02",10,6,"json","07_visit_card/nội_dung/phần_V/rule_33_文化衝突/conversation.json"
"rule_28_good_02",10,6,"json","07_visit_card/nội_dung/phần_IV/rule_28_お土産渡し/conversation.json"
"rule_27_good_02",10,6,"json","07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json"
"rule_29_good_01",10,6,"json","07_visit_card/nội_dung/phần_IV/rule_29_お土産受取/conversation.json"
"rule_26_good_01",10,6,"json","07_visit_card/nội_dung/phần_IV/rule_26_乾杯/conversation.json"
"rule_03_good_02",10,6,"json","07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json"
"rule_07_good_01",10,6,"json","07_visit_card/nội_dung/phần_I/rule_07_管理/conversation.json"
"rule_05_good_02",10,6,"json","07_visit_card/nội_dung/phần_I/rule_05_順序/conversation.json"
"sasaki_dev",10,3,"json","09_real_dialogues/draft/chương_05_来訪_scenes.json"
"hayashi_bd",10,3,"json","09_real_dialogues/draft/chương_05_来訪_scenes.json"
"mogishiken_dokkai",10,10,"json","10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_Mogishiken.json"
